inpro,incity,outpro,outcity,cargo
重庆,黔江区,新疆,阿克苏地区,0.612610599
四川,绵阳市,新疆,塔城地区,0.765082761
安徽,宣城市,新疆,阿拉尔市,0.166101499
山西,大同市,新疆,克拉玛依市,0.206922474
广西,北海市,新疆,塔城地区,0.038267496
湖南,湘潭市,新疆,哈密地区,0.0015517
甘肃,张掖市,新疆,乌鲁木齐市,0.51955895
西藏,阿里地区,新疆,喀什地区,0.04483768
重庆,丰都县,新疆,伊犁州,0.893130754
北京,石景山区,新疆,昌吉州,0.495518024
吉林,长春市,新疆,昆玉市,0.779961973
四川,雅安市,新疆,伊犁州,0.981221565
天津,宝坻区,新疆,吐鲁番地区,0.810548948
黑龙江,哈尔滨市,新疆,克孜勒苏柯尔克孜自治州,0.14226709
云南,昆明市,新疆,克拉玛依市,0.982659094
北京,通州区,新疆,昆玉市,0.706621989
天津,津南区,新疆,阿勒泰地区,0.448701081
宁夏,石嘴山市,新疆,喀什地区,0.062109619
广东,佛山市,新疆,吐鲁番地区,0.853619978
海南,东方市,新疆,博尔塔拉州,0.32391155
海南,陵水县,新疆,五家渠市,0.132848516
湖南,郴州市,新疆,五家渠市,0.750121761
宁夏,中卫市,新疆,乌鲁木齐市,0.400707309
山东,日照市,新疆,石河子市,0.925946934
山西,临汾市,新疆,喀什地区,0.993311429
辽宁,抚顺市,新疆,和田地区,0.717847232
陕西,延安市,新疆,巴音郭楞州,0.660095923
青海,海东地区,新疆,喀什地区,0.166162414
北京,密云区,新疆,石河子市,0.402286192
四川,遂宁市,新疆,吐鲁番地区,0.283624557
山西,太原市,新疆,塔城地区,0.250424351
广西,防城港市,新疆,铁门关市,0.903055663
浙江,台州市,新疆,阿克苏地区,0.928888811
湖北,天门市,新疆,五家渠市,0.240040674
辽宁,盘锦市,新疆,哈密地区,0.684046232
青海,海南州,新疆,昌吉州,0.355088777
上海,嘉定区,新疆,五家渠市,0.115859115
安徽,池州市,新疆,阿拉尔市,0.209710638
新疆,克孜勒苏柯尔克孜自治州,新疆,铁门关市,0.826216024
江西,南昌市,新疆,博尔塔拉州,0.467730145
重庆,武隆区,新疆,阿克苏地区,0.548124311
陕西,榆林市,新疆,和田地区,0.739739909
北京,密云区,新疆,昌吉州,0.85269633
北京,门头沟,新疆,伊犁州,0.374265683
北京,门头沟,新疆,铁门关市,0.769740348
广东,汕尾市,新疆,喀什地区,0.61003412
广西,桂林市,新疆,乌鲁木齐市,0.633280832
浙江,衢州市,新疆,阿拉尔市,0.277992424
海南,乐东县,新疆,五家渠市,0.75261847
甘肃,白银市,新疆,昌吉州,0.182156883
甘肃,白银市,新疆,克孜勒苏柯尔克孜自治州,0.450894809
福建,福州市,新疆,昆玉市,0.094119544
辽宁,本溪市,新疆,石河子市,0.498071594
辽宁,沈阳市,新疆,阿克苏地区,0.352668232
辽宁,营口市,新疆,克拉玛依市,0.172052823
辽宁,锦州市,新疆,喀什地区,0.109369107
重庆,彭水县,新疆,喀什地区,0.80824004
黑龙江,鹤岗市,新疆,石河子市,0.59679233
北京,昌平区,新疆,铁门关市,0.859148418
北京,朝阳区,新疆,阿克苏地区,0.545855679
台湾,台湾,新疆,图木舒克市,0.591588414
新疆,伊犁州,新疆,乌鲁木齐市,0.635206735
云南,昭通市,新疆,铁门关市,0.930183178
云南,红河州,新疆,哈密地区,0.085929595
北京,崇文区,新疆,图木舒克市,0.59520141
四川,雅安市,新疆,阿克苏地区,0.333910081
天津,蓟州区,新疆,喀什地区,0.64120454
新疆,石河子市,新疆,图木舒克市,0.951935228
浙江,杭州市,新疆,巴音郭楞州,0.477593073
浙江,杭州市,新疆,阿克苏地区,0.505736889
海南,白沙县,新疆,乌鲁木齐市,0.540733196
重庆,万州区,新疆,图木舒克市,0.107150633
重庆,涪陵区,新疆,喀什地区,0.636803367
广东,汕尾市,新疆,图木舒克市,0.988295941
新疆,塔城地区,新疆,图木舒克市,0.186054713
海南,三亚市,新疆,昆玉市,0.631772847
湖北,仙桃市,新疆,五家渠市,0.562029371
重庆,梁平区,新疆,昆玉市,0.262761062
重庆,江北区,新疆,塔城地区,0.013412354
重庆,荣昌区,新疆,阿拉尔市,0.479034833
上海,金山区,新疆,哈密地区,0.007620502
云南,临沧市,新疆,昆玉市,0.149788689
内蒙古,呼和浩特市,新疆,克拉玛依市,0.349015382
新疆,乌鲁木齐市,新疆,石河子市,0.599425228
海南,文昌市,新疆,伊犁州,0.387109748
辽宁,铁岭市,新疆,图木舒克市,0.752106868
天津,西青区,新疆,哈密地区,0.529401304
宁夏,石嘴山市,新疆,石河子市,0.638439805
甘肃,天水市,新疆,克孜勒苏柯尔克孜自治州,0.148569981
西藏,山南地区,新疆,塔城地区,0.804069707
贵州,毕节市,新疆,和田地区,0.914717759
内蒙古,赤峰市,新疆,吐鲁番地区,0.093407784
山东,德州市,新疆,昌吉州,0.592864791
河北,邢台市,新疆,吐鲁番地区,0.818499928
湖北,武汉市,新疆,阿勒泰地区,0.405881469
湖北,襄阳市,新疆,克孜勒苏柯尔克孜自治州,0.241807526
重庆,彭水县,新疆,乌鲁木齐市,0.89714556
重庆,高新区,新疆,伊犁州,0.84499415
四川,自贡市,新疆,乌鲁木齐市,0.217822848
新疆,铁门关市,新疆,昌吉州,0.531023793
河北,邢台市,新疆,克拉玛依市,0.745966999
海南,文昌市,新疆,昆玉市,0.926408279
海南,白沙县,新疆,喀什地区,0.020555186
陕西,宝鸡市,新疆,伊犁州,0.293114829
浙江,嘉兴市,新疆,塔城地区,0.211336722
贵州,安顺市,新疆,塔城地区,0.536670194
辽宁,朝阳市,新疆,伊犁州,0.566779399
重庆,南川区,新疆,铁门关市,0.182525232
重庆,荣昌区,新疆,博尔塔拉州,0.533924049
陕西,咸阳市,新疆,昌吉州,0.474089512
上海,奉贤区,新疆,伊犁州,0.474944122
江西,赣州市,新疆,巴音郭楞州,0.808200985
湖北,潜江市,新疆,昆玉市,0.989710271
湖南,怀化市,新疆,克孜勒苏柯尔克孜自治州,0.034675637
湖南,衡阳市,新疆,昌吉州,0.972208467
甘肃,武威市,新疆,塔城地区,0.609153955
四川,自贡市,新疆,哈密地区,0.59880345
山东,威海市,新疆,乌鲁木齐市,0.276492938
福建,宁德市,新疆,阿克苏地区,0.733662891
辽宁,盘锦市,新疆,昌吉州,0.887882279
重庆,江北区,新疆,阿勒泰地区,0.249651693
河南,安阳市,新疆,塔城地区,0.871981631
甘肃,武威市,新疆,克孜勒苏柯尔克孜自治州,0.565823254
西藏,昌都地区,新疆,阿拉尔市,0.109838296
黑龙江,伊春市,新疆,博尔塔拉州,0.71097132
内蒙古,赤峰市,新疆,阿拉尔市,0.916770841
天津,武清区,新疆,五家渠市,0.195636067
河南,商丘市,新疆,克拉玛依市,0.332710502
海南,万宁市,新疆,塔城地区,0.556526004
甘肃,金昌市,新疆,石河子市,0.995529046
甘肃,陇南市,新疆,阿勒泰地区,0.8855053
黑龙江,伊春市,新疆,和田地区,0.018396847
内蒙古,赤峰市,新疆,乌鲁木齐市,0.167552893
河南,开封市,新疆,克拉玛依市,0.928974668
重庆,酉阳县,新疆,阿拉尔市,0.47249442
黑龙江,伊春市,新疆,哈密地区,0.41206119
黑龙江,哈尔滨市,新疆,吐鲁番地区,0.510731626
上海,长宁区,新疆,阿克苏地区,0.752166384
内蒙古,赤峰市,新疆,阿勒泰地区,0.242266904
北京,丰台区,新疆,和田地区,0.797810503
四川,遂宁市,新疆,哈密地区,0.44140117
山东,日照市,新疆,哈密地区,0.429710473
山东,青岛市,新疆,昆玉市,0.44716217
新疆,吐鲁番地区,新疆,克孜勒苏柯尔克孜自治州,0.536720483
河北,承德市,新疆,石河子市,0.713409371
宁夏,石嘴山市,新疆,和田地区,0.749288775
江苏,扬州市,新疆,五家渠市,0.531176275
贵州,贵阳市,新疆,铁门关市,0.929909303
重庆,北碚区,新疆,博尔塔拉州,0.834191662
内蒙古,包头市,新疆,昆玉市,0.759355224
吉林,四平市,新疆,博尔塔拉州,0.35816155
四川,眉山市,新疆,阿克苏地区,0.556629625
广东,汕头市,新疆,克拉玛依市,0.740497984
湖南,怀化市,新疆,图木舒克市,0.302016353
上海,奉贤区,新疆,昆玉市,0.81921414
上海,长宁区,新疆,喀什地区,0.382770555
北京,海淀区,新疆,克拉玛依市,0.706943655
山东,济南市,新疆,喀什地区,0.83237687
吉林,通化市,新疆,图木舒克市,0.571597212
山东,青岛市,新疆,图木舒克市,0.037727269
河南,周口市,新疆,阿勒泰地区,0.117834115
海南,儋州市,新疆,塔城地区,0.717897589
甘肃,白银市,新疆,博尔塔拉州,0.751410215
重庆,涪陵区,新疆,五家渠市,0.884550609
北京,东城区,新疆,昌吉州,0.428936261
吉林,白山市,新疆,吐鲁番地区,0.579832855
天津,塘沽区,新疆,五家渠市,0.803285075
山东,莱芜市,新疆,昌吉州,0.784123004
江西,南昌市,新疆,伊犁州,0.487763031
辽宁,葫芦岛市,新疆,克孜勒苏柯尔克孜自治州,0.030659895
重庆,忠县,新疆,五家渠市,0.888967397
陕西,商洛市,新疆,阿勒泰地区,0.384617987
青海,西宁市,新疆,博尔塔拉州,0.119692903
浙江,温州市,新疆,五家渠市,0.134476831
海南,定安县,新疆,阿拉尔市,0.208450982
海南,白沙县,新疆,阿拉尔市,0.892414782
上海,杨浦区,新疆,博尔塔拉州,0.73569945
河北,沧州市,新疆,巴音郭楞州,0.54388327
河南,漯河市,新疆,阿勒泰地区,0.885503984
湖北,荆门市,新疆,克拉玛依市,0.216686311
重庆,璧山区,新疆,吐鲁番地区,0.443136023
安徽,滁州市,新疆,铁门关市,0.151455656
广东,潮州市,新疆,阿克苏地区,0.156140559
河北,沧州市,新疆,昌吉州,0.498204281
湖南,常德市,新疆,阿克苏地区,0.761391799
重庆,奉节县,新疆,和田地区,0.875238915
天津,宝坻区,新疆,阿拉尔市,0.494540401
江西,新余市,新疆,乌鲁木齐市,0.295272047
湖南,湘西州,新疆,铁门关市,0.266705754
福建,厦门市,新疆,吐鲁番地区,0.263123251
贵州,遵义市,新疆,阿勒泰地区,0.633834172
陕西,商洛市,新疆,石河子市,0.80406192
吉林,吉林市,新疆,五家渠市,0.498639605
宁夏,吴忠市,新疆,和田地区,0.349629222
安徽,安庆市,新疆,克孜勒苏柯尔克孜自治州,0.066195079
山西,晋中市,新疆,克拉玛依市,0.86462504
广东,惠州市,新疆,博尔塔拉州,0.745102494
港澳,香港特别行政区,新疆,克孜勒苏柯尔克孜自治州,0.976742867
陕西,西安市,新疆,乌鲁木齐市,0.707150711
云南,怒江州,新疆,阿克苏地区,0.091849124
内蒙古,兴安盟,新疆,阿拉尔市,0.197000962
吉林,辽源市,新疆,乌鲁木齐市,0.588902507
宁夏,石嘴山市,新疆,石河子市,0.1712193
辽宁,本溪市,新疆,图木舒克市,0.194499511
青海,海南州,新疆,吐鲁番地区,0.347460267
云南,西双版纳州,新疆,五家渠市,0.530671482
山东,滨州市,新疆,克孜勒苏柯尔克孜自治州,0.548583808
山西,晋城市,新疆,阿拉尔市,0.478757035
辽宁,铁岭市,新疆,五家渠市,0.9594985
重庆,合川区,新疆,塔城地区,0.208941197
四川,遂宁市,新疆,塔城地区,0.088336156
天津,河东区,新疆,五家渠市,0.933939171
安徽,滁州市,新疆,阿拉尔市,0.251470804
山东,枣庄市,新疆,阿勒泰地区,0.735871337
海南,万宁市,新疆,阿克苏地区,0.760245851
湖北,十堰市,新疆,阿克苏地区,0.542558068
四川,达州市,新疆,克拉玛依市,0.766858112
安徽,芜湖市,新疆,和田地区,0.185919629
江西,上饶市,新疆,巴音郭楞州,0.001102056
重庆,酉阳县,新疆,图木舒克市,0.782813971
四川,凉山州,新疆,昆玉市,0.215214204
江苏,泰州市,新疆,克拉玛依市,0.576870536
甘肃,张掖市,新疆,哈密地区,0.546959234
云南,曲靖市,新疆,五家渠市,0.174870927
云南,玉溪市,新疆,克孜勒苏柯尔克孜自治州,0.670786151
广东,深圳市,新疆,巴音郭楞州,0.381318251
浙江,嘉兴市,新疆,铁门关市,0.856007567
浙江,衢州市,新疆,塔城地区,0.952991989
重庆,开州区,新疆,哈密地区,0.117713811
黑龙江,七台河市,新疆,乌鲁木齐市,0.620214794
北京,东城区,新疆,哈密地区,0.479115071
吉林,四平市,新疆,阿勒泰地区,0.962140097
海南,澄迈县,新疆,喀什地区,0.866525959
辽宁,沈阳市,新疆,塔城地区,0.436264666
重庆,綦江区,新疆,图木舒克市,0.451508007
吉林,白山市,新疆,阿勒泰地区,0.061697153
广东,珠海市,新疆,阿勒泰地区,0.090919257
广西,玉林市,新疆,哈密地区,0.191495819
新疆,克拉玛依市,新疆,博尔塔拉州,0.897517142
新疆,塔城地区,新疆,吐鲁番地区,0.687039435
河南,安阳市,新疆,克孜勒苏柯尔克孜自治州,0.339833028
西藏,阿里地区,新疆,喀什地区,0.911420325
青海,海东地区,新疆,博尔塔拉州,0.609782854
内蒙古,通辽市,云南,临沧市,0.503952045
内蒙古,阿拉善盟,云南,昭通市,0.721409713
广西,来宾市,云南,楚雄州,0.170646846
河北,张家口市,云南,曲靖市,0.85763336
河北,承德市,云南,玉溪市,0.123614943
甘肃,甘南州,云南,西双版纳州,0.898455258
西藏,山南地区,云南,文山州,0.573120247
北京,石景山区,云南,德宏州,0.492028848
山东,泰安市,云南,大理州,0.096295876
河南,新乡市,云南,大理州,0.642744975
重庆,黔江区,云南,大理州,0.842502996
上海,静安区,云南,临沧市,0.98283662
云南,楚雄州,云南,普洱市,0.381863943
内蒙古,赤峰市,云南,红河州,0.942402946
湖南,郴州市,云南,文山州,0.583558184
重庆,大足区,云南,临沧市,0.322050283
宁夏,中卫市,云南,西双版纳州,0.558006099
江苏,淮安市,云南,玉溪市,0.782010574
江苏,苏州市,云南,昭通市,0.070940132
浙江,舟山市,云南,临沧市,0.317558918
福建,三明市,云南,怒江州,0.559402889
贵州,黔东南州,云南,普洱市,0.14241857
辽宁,沈阳市,云南,怒江州,0.658642554
黑龙江,大兴安岭地区,云南,保山市,0.36315735
云南,昆明市,云南,文山州,0.509071869
云南,曲靖市,云南,西双版纳州,0.667927069
江苏,南京市,云南,玉溪市,0.149997474
内蒙古,乌兰察布市,云南,曲靖市,0.972218459
河北,邯郸市,云南,西双版纳州,0.793678245
海南,儋州市,云南,曲靖市,0.844012523
湖北,十堰市,云南,楚雄州,0.326679697
重庆,奉节县,云南,丽江市,0.359697433
四川,雅安市,云南,迪庆州,0.014674057
湖北,武汉市,云南,德宏州,0.737926748
福建,泉州市,云南,德宏州,0.779200656
北京,平谷区,云南,昆明市,0.562454822
天津,河东区,云南,楚雄州,0.344436052
山东,德州市,云南,玉溪市,0.009379094
河北,沧州市,云南,文山州,0.770444132
浙江,湖州市,云南,昭通市,0.461940137
湖北,潜江市,云南,普洱市,0.81881518
湖北,襄阳市,云南,楚雄州,0.963893234
福建,宁德市,云南,普洱市,0.451847813
四川,广元市,云南,临沧市,0.568923206
新疆,阿拉尔市,云南,德宏州,0.993462892
广东,韶关市,云南,楚雄州,0.426633497
新疆,昌吉州,云南,昭通市,0.807240455
甘肃,嘉峪关市,云南,楚雄州,0.993024702
重庆,丰都县,云南,红河州,0.769482251
四川,绵阳市,云南,西双版纳州,0.618377767
山东,潍坊市,云南,红河州,0.018511614
广东,茂名市,云南,保山市,0.709714238
广西,防城港市,云南,昭通市,0.507297649
新疆,克拉玛依市,云南,玉溪市,0.002691123
江西,吉安市,云南,红河州,0.161745902
辽宁,锦州市,云南,玉溪市,0.77706137
重庆,石柱县,云南,迪庆州,0.521450628
吉林,辽源市,云南,临沧市,0.165763245
天津,大港区,云南,保山市,0.703483127
重庆,江北区,云南,保山市,0.514942226
上海,普陀区,云南,红河州,0.301617866
上海,闸北区,云南,昆明市,0.148004331
内蒙古,兴安盟,云南,昆明市,0.414312772
四川,凉山州,云南,普洱市,0.527008428
河南,新乡市,云南,丽江市,0.104835567
海南,三亚市,云南,昭通市,0.53836744
陕西,西安市,云南,昆明市,0.373805068
海南,儋州市,云南,文山州,0.461009336
上海,虹口区,云南,迪庆州,0.663192713
云南,临沧市,云南,楚雄州,0.58141968
宁夏,吴忠市,云南,玉溪市,0.372171874
广东,清远市,云南,大理州,0.009968501
贵州,毕节市,云南,红河州,0.485820475
上海,奉贤区,云南,昆明市,0.847709124
上海,静安区,云南,文山州,0.003803293
四川,内江市,云南,楚雄州,0.765531735
广西,南宁市,云南,迪庆州,0.699647741
河北,石家庄市,云南,昆明市,0.340223434
湖北,黄冈市,云南,昭通市,0.405487469
云南,保山市,云南,昆明市,0.785819032
河北,保定市,云南,曲靖市,0.478105188
河南,安阳市,云南,临沧市,0.429511061
海南,三亚市,云南,怒江州,0.037971367
北京,宣武区,云南,西双版纳州,0.451898681
广西,玉林市,云南,普洱市,0.273197906
上海,普陀区,云南,昭通市,0.766097451
四川,资阳市,云南,文山州,0.688999832
浙江,衢州市,云南,大理州,0.076930243
天津,蓟州区,云南,保山市,0.601099574
新疆,巴音郭楞州,云南,丽江市,0.658975466
重庆,酉阳县,云南,丽江市,0.230791199
上海,黄浦区,云南,普洱市,0.243396898
内蒙古,阿拉善盟,云南,临沧市,0.94928654
北京,通州区,云南,大理州,0.404373528
山东,青岛市,云南,保山市,0.956336029
广东,梅州市,云南,普洱市,0.28737774
新疆,巴音郭楞州,云南,怒江州,0.67439474
江苏,泰州市,云南,临沧市,0.631981924
海南,三沙市,云南,西双版纳州,0.99341422
北京,密云区,云南,迪庆州,0.583564385
安徽,亳州市,云南,红河州,0.830399554
安徽,滁州市,云南,昭通市,0.868098831
新疆,铁门关市,云南,曲靖市,0.878294547
江苏,镇江市,云南,楚雄州,0.032710244
江西,吉安市,云南,临沧市,0.669994007
重庆,万州区,云南,玉溪市,0.196504568
黑龙江,佳木斯市,云南,红河州,0.329162084
江西,九江市,云南,普洱市,0.618233434
河南,济源市,云南,文山州,0.499923122
辽宁,大连市,云南,德宏州,0.108887291
黑龙江,双鸭山市,云南,西双版纳州,0.788075179
北京,密云区,云南,玉溪市,0.894284464
江西,南昌市,云南,玉溪市,0.438315045
河北,张家口市,云南,迪庆州,0.81634248
河北,石家庄市,云南,曲靖市,0.505402187
海南,五指山市,云南,普洱市,0.515668604
贵州,安顺市,云南,昆明市,0.726205386
贵州,铜仁市,云南,大理州,0.102998789
广西,南宁市,云南,文山州,0.054461136
新疆,喀什地区,云南,临沧市,0.538614047
辽宁,葫芦岛市,云南,玉溪市,0.948244443
上海,闵行区,云南,丽江市,0.237141554
吉林,辽源市,云南,文山州,0.395071972
四川,广元市,云南,大理州,0.838818401
山东,日照市,云南,楚雄州,0.946134921
山东,莱芜市,云南,昆明市,0.87570523
青海,海北州,云南,临沧市,0.803186594
上海,徐汇区,云南,西双版纳州,0.529516637
上海,静安区,云南,楚雄州,0.721910255
四川,绵阳市,云南,昆明市,0.49400138
河北,邯郸市,云南,德宏州,0.286433666
河北,邯郸市,云南,红河州,0.698481366
甘肃,陇南市,云南,红河州,0.070103689
陕西,安康市,云南,保山市,0.177920285
黑龙江,鹤岗市,云南,保山市,0.457432999
四川,乐山市,云南,保山市,0.511749534
海南,昌江县,云南,曲靖市,0.865428701
贵州,贵阳市,云南,西双版纳州,0.20825849
重庆,永川区,云南,普洱市,0.828954398
青海,西宁市,云南,玉溪市,0.064119337
内蒙古,通辽市,云南,保山市,0.337312522
吉林,长春市,云南,临沧市,0.391757364
四川,德阳市,云南,怒江州,0.376708587
山西,朔州市,云南,保山市,0.86718087
江西,吉安市,云南,普洱市,0.723251563
海南,海口市,云南,保山市,0.468345318
甘肃,陇南市,云南,大理州,0.48537549
西藏,日喀则地区,云南,临沧市,0.640694449
重庆,永川区,云南,普洱市,0.438873969
吉林,四平市,云南,德宏州,0.952933604
湖南,常德市,云南,红河州,0.006520355
上海,长宁区,云南,丽江市,0.872173015
内蒙古,包头市,云南,普洱市,0.319891406
山东,潍坊市,云南,迪庆州,0.328239975
新疆,阿勒泰地区,云南,保山市,0.116345563
浙江,温州市,云南,昆明市,0.487959431
陕西,铜川市,云南,德宏州,0.687578113
云南,迪庆州,云南,文山州,0.169064753
广东,中山市,云南,楚雄州,0.647138041
新疆,博尔塔拉州,云南,迪庆州,0.914539223
新疆,石河子市,云南,怒江州,0.94493037
江西,景德镇市,云南,保山市,0.385058687
海南,白沙县,云南,迪庆州,0.371660754
重庆,大渡口区,云南,迪庆州,0.688488575
重庆,高新区,云南,曲靖市,0.317553303
广东,茂名市,云南,迪庆州,0.196587243
新疆,哈密地区,云南,楚雄州,0.460954351
新疆,石河子市,云南,普洱市,0.729453663
湖南,衡阳市,云南,怒江州,0.605459117
福建,三明市,云南,临沧市,0.287301494
西藏,拉萨市,云南,怒江州,0.353744455
青海,果洛州,云南,怒江州,0.171038603
黑龙江,伊春市,云南,保山市,0.380082015
广东,中山市,云南,红河州,0.942093137
湖北,孝感市,云南,昆明市,0.611145635
湖北,恩施州,云南,丽江市,0.244636248
福建,三明市,云南,昆明市,0.06812417
贵州,黔东南州,云南,迪庆州,0.736334094
广东,佛山市,云南,保山市,0.504838773
新疆,喀什地区,云南,迪庆州,0.271461916
新疆,塔城地区,云南,昆明市,0.91481066
甘肃,金昌市,云南,临沧市,0.156952376
贵州,黔南州,云南,曲靖市,0.076728872
重庆,彭水县,云南,文山州,0.279661171
黑龙江,鸡西市,云南,保山市,0.673311571
北京,石景山区,云南,曲靖市,0.913448273
吉林,延边州,云南,文山州,0.871300265
广东,东莞市,云南,昭通市,0.594433377
港澳,澳门特别行政区,云南,昆明市,0.17511922
湖南,怀化市,云南,昭通市,0.599976179
甘肃,定西市,云南,普洱市,0.768513382
北京,崇文区,云南,玉溪市,0.229002179
江西,吉安市,云南,红河州,0.354682859
湖北,黄冈市,云南,大理州,0.682475029
重庆,大渡口区,云南,玉溪市,0.575278235
重庆,江北区,云南,丽江市,0.796063198
重庆,沙坪坝区,云南,曲靖市,0.20860225
北京,大兴区,云南,文山州,0.475397161
广东,汕头市,云南,昭通市,0.866827348
浙江,嘉兴市,云南,迪庆州,0.972630051
海南,琼海市,云南,丽江市,0.303330755
内蒙古,锡林郭勒盟,云南,迪庆州,0.029301111
广东,潮州市,云南,西双版纳州,0.810384432
河北,廊坊市,云南,迪庆州,0.798542655
重庆,九龙坡区,云南,文山州,0.351784394
重庆,江北区,云南,昆明市,0.680166584
黑龙江,大庆市,云南,曲靖市,0.625373059
黑龙江,鹤岗市,云南,昆明市,0.211440242
上海,松江区,云南,大理州,0.631226278
北京,门头沟,云南,怒江州,0.94475743
山西,大同市,云南,怒江州,0.443079891
新疆,阿勒泰地区,云南,迪庆州,0.230057598
湖南,永州市,云南,西双版纳州,0.310782451
重庆,璧山区,云南,文山州,0.151267854
四川,南充市,云南,迪庆州,0.117517198
广东,云浮市,云南,德宏州,0.893532328
江苏,南通市,云南,保山市,0.10753139
浙江,丽水市,云南,德宏州,0.689580631
湖南,张家界市,云南,迪庆州,0.15014159
上海,宝山区,云南,大理州,0.301393893
云南,丽江市,云南,西双版纳州,0.831182269
吉林,四平市,云南,楚雄州,0.972756188
江苏,连云港市,云南,曲靖市,0.481092556
河南,安阳市,云南,玉溪市,0.88205183
甘肃,嘉峪关市,云南,大理州,0.621843679
天津,西青区,云南,红河州,0.256587448
广西,钦州市,云南,怒江州,0.287113124
河南,信阳市,云南,玉溪市,0.817667025
浙江,嘉兴市,云南,保山市,0.748143845
浙江,杭州市,云南,文山州,0.348665987
重庆,奉节县,云南,保山市,0.636098821
安徽,淮北市,云南,楚雄州,0.625048265
山东,聊城市,云南,丽江市,0.328806758
河南,许昌市,云南,保山市,0.243072234
西藏,阿里地区,云南,临沧市,0.845062202
辽宁,盘锦市,云南,大理州,0.838929149
重庆,巴南区,云南,保山市,0.454672356
陕西,安康市,云南,迪庆州,0.236590826
云南,普洱市,云南,怒江州,0.511090825
四川,遂宁市,云南,玉溪市,0.679324173
山东,威海市,云南,普洱市,0.622544935
广东,揭阳市,云南,怒江州,0.391176239
重庆,彭水县,云南,昆明市,0.987187574
云南,文山州,云南,普洱市,0.931154656
四川,德阳市,云南,大理州,0.752954074
湖北,宜昌市,云南,德宏州,0.375179143
黑龙江,伊春市,云南,丽江市,0.697360876
吉林,延边州,云南,文山州,0.288537083
山西,晋城市,云南,临沧市,0.664508372
江苏,常州市,云南,昭通市,0.957391937
海南,定安县,云南,昆明市,0.795240262
湖北,荆门市,云南,曲靖市,0.91535695
北京,大兴区,云南,普洱市,0.650606149
安徽,淮南市,云南,红河州,0.655649048
山东,滨州市,云南,大理州,0.984828111
新疆,阿拉尔市,云南,迪庆州,0.81486367
重庆,开州区,云南,普洱市,0.985635012
黑龙江,七台河市,云南,大理州,0.826832312
河北,廊坊市,云南,迪庆州,0.237174083
辽宁,盘锦市,云南,德宏州,0.540910623
重庆,大渡口区,云南,迪庆州,0.482358233
四川,遂宁市,云南,西双版纳州,0.761026489
山东,德州市,云南,红河州,0.575756496
福建,泉州市,云南,迪庆州,0.485516753
辽宁,丹东市,云南,昭通市,0.647235956
黑龙江,齐齐哈尔市,云南,楚雄州,0.772343181
吉林,吉林市,云南,文山州,0.168091977
内蒙古,通辽市,云南,保山市,0.23626423
吉林,通化市,云南,昭通市,0.336138762
天津,北辰区,云南,怒江州,0.442684772
山东,日照市,云南,临沧市,0.326193387
广东,珠海市,云南,西双版纳州,0.123460581
浙江,湖州市,云南,西双版纳州,0.90055005
湖南,湘潭市,云南,西双版纳州,0.966241216
云南,楚雄州,云南,德宏州,0.039895651
北京,东城区,云南,保山市,0.308845468
湖北,孝感市,云南,迪庆州,0.138675929
上海,闸北区,云南,曲靖市,0.75749407
天津,汉沽区,云南,曲靖市,0.494535057
河南,信阳市,云南,普洱市,0.242290838
河南,南阳市,云南,怒江州,0.867725679
上海,青浦区,云南,昆明市,0.231921335
浙江,杭州市,云南,红河州,0.975569084
浙江,温州市,云南,昭通市,0.145689717
海南,屯昌县,云南,丽江市,0.003112092
北京,延庆区,云南,玉溪市,0.057454795
安徽,马鞍山市,云南,临沧市,0.821713321
山东,潍坊市,云南,文山州,0.710891874
山西,临汾市,云南,昆明市,0.377702088
贵州,黔南州,云南,昭通市,0.384455968
上海,宝山区,云南,红河州,0.622292085
吉林,通化市,云南,丽江市,0.717595126
天津,河西区,云南,大理州,0.133664204
山西,忻州市,云南,昆明市,0.672643722
广西,玉林市,云南,昭通市,0.082659458
广西,百色市,云南,玉溪市,0.087315912
重庆,合川区,云南,大理州,0.009530219
重庆,大渡口区,云南,昆明市,0.331166728
北京,门头沟,云南,文山州,0.794432657
吉林,四平市,云南,昆明市,0.758309299
四川,宜宾市,云南,曲靖市,0.206753754
山西,运城市,云南,保山市,0.68291661
江苏,常州市,云南,大理州,0.809953979
甘肃,平凉市,云南,大理州,0.584056038
北京,密云区,云南,昆明市,0.27643323
北京,平谷区,云南,玉溪市,0.381048192
山东,德州市,云南,德宏州,0.584398466
江西,南昌市,云南,普洱市,0.449224965
海南,万宁市,云南,普洱市,0.690901889
贵州,铜仁市,云南,怒江州,0.741699546
重庆,涪陵区,云南,临沧市,0.037579784
广西,南宁市,云南,曲靖市,0.953834114
上海,杨浦区,云南,曲靖市,0.922361816
四川,广安市,云南,文山州,0.933739831
江苏,苏州市,云南,临沧市,0.102852334
海南,昌江县,云南,德宏州,0.83631401
甘肃,金昌市,云南,怒江州,0.420714737
青海,海东地区,云南,德宏州,0.698952929
上海,徐汇区,云南,德宏州,0.336850442
江苏,镇江市,云南,玉溪市,0.398601891
浙江,湖州市,云南,玉溪市,0.797131013
甘肃,嘉峪关市,云南,普洱市,0.88699865
甘肃,庆阳市,云南,丽江市,0.313930104
西藏,林芝市,云南,文山州,0.948583534
贵州,安顺市,云南,文山州,0.256983955
